,BreastC SSE (left),Faults SSE (left)
2,1916.467352466475,28777.164389296966
3,1424.2612739483852,25712.860562579168
4,1179.598709055594,23781.798390769905
5,1024.4671851296584,21139.43436706857
6,904.1202183405287,19724.126305880563
7,803.2760748498474,18582.82006514996
8,751.6969678223636,17487.35700658473
9,699.8703389296379,16657.912741539843
10,666.0362684338597,15647.264175378106
