iterations,fitness,time,fevals
0,0.0352913574437,0.00418526000067,726
10,0.0439356822087,0.00895971900172,1354
20,0.0477088371407,0.0135882790019,1974
30,0.0523872011125,0.0186493500005,2620
40,0.0549307463448,0.0222918869986,3248
50,0.0672765005786,0.025962235999,3879
60,0.071286044805,0.0294205759965,4514
70,0.0726757926277,0.0328475199967,5135
80,0.0781472986858,0.0361501989973,5758
90,0.0758400559054,0.0395167499992,6395
100,0.0725015899586,0.0427426219976,7030
110,0.0727253060283,0.046861163999,7662
120,0.0725072736435,0.0501528550012,8296
130,0.0731089618241,0.0547988100006,8926
140,0.0692881083421,0.0581616990021,9563
150,0.0650082239622,0.0616949500036,10198
160,0.0748573877773,0.0651928270054,10832
170,0.0728946184195,0.0684988180037,11467
180,0.0769581102906,0.0717225500048,12090
190,0.0822232043033,0.0748994900059,12715
200,0.0880527688106,0.0779698830083,13332
210,0.0985061240131,0.0814311280083,13956
220,0.0954299827921,0.0843323290101,14577
230,0.094788243947,0.087196362012,15205
240,0.0934664506408,0.0901521540109,15837
250,0.0857276219157,0.094340298012,16470
260,0.0956644309372,0.0972020260124,17114
270,0.0948691443419,0.100743846011,17747
280,0.0909205777023,0.103581011008,18372
290,0.091861794467,0.106485229007,18993
300,0.0923950771882,0.109349465009,19633
310,0.089683909933,0.11236405401,20268
320,0.0955962593939,0.11616625301,20900
330,0.0947336748875,0.11890641701,21530
340,0.0909628300134,0.122280640011,22158
350,0.0933910524846,0.125380576013,22791
360,0.095076027194,0.128402424016,23420
370,0.0957585892362,0.131330993016,24048
380,0.0907825711126,0.134250679017,24677
390,0.0920514442904,0.137133860018,25312
400,0.100191693788,0.139978242019,25947
410,0.0986005868295,0.142724350018,26590
420,0.0989365449994,0.145472416018,27215
430,0.0932845916022,0.148210556017,27833
440,0.0982384090383,0.151907327017,28468
450,0.0934769460512,0.154693390021,29108
460,0.0876338602777,0.158770945021,29736
470,0.0911337073687,0.161690283021,30362
480,0.0803870876162,0.164796562021,30995
490,0.0851080618797,0.167796047019,31623
500,0.0848171041112,0.170914924016,32251
510,0.0825850451896,0.173906512016,32888
520,0.0891666202862,0.177144242014,33508
530,0.0888099894429,0.182379148013,34135
540,0.0814803613938,0.186202511013,34780
550,0.0814508200089,0.189480787012,35416
560,0.0867651748351,0.192491911013,36042
570,0.0832482080531,0.195531661011,36662
580,0.0866332130894,0.199656337012,37288
590,0.0833358532433,0.202731328012,37914
600,0.0858225902741,0.205855782013,38538
610,0.0854069384416,0.208835525013,39173
620,0.086217808577,0.212030771014,39809
630,0.0839500875967,0.214952132013,40444
640,0.0819786693444,0.217936844012,41075
650,0.0830647650197,0.221972547009,41709
660,0.090587129081,0.225146920009,42335
670,0.0845652728555,0.229089885008,42977
680,0.0746486797533,0.23209475301,43613
690,0.0698777920368,0.235344861008,44243
700,0.071083421978,0.238555034008,44876
710,0.0776609402298,0.242126236008,45520
720,0.0762222056463,0.245334308009,46142
730,0.0803278957187,0.248420092008,46791
740,0.0918197521989,0.251327994007,47411
750,0.0958787509293,0.254423506005,48038
760,0.0901133208148,0.258152382004,48658
770,0.0955601020281,0.261064662005,49296
780,0.0907857273837,0.265305175006,49929
790,0.0880599641897,0.268260109005,50557
800,0.0856875290732,0.271481920005,51198
810,0.0844223962774,0.274589785007,51833
820,0.0845510891615,0.277946365008,52472
830,0.0794241452417,0.281207683009,53099
840,0.0780021099413,0.284355471009,53742
850,0.0709043031569,0.287567509011,54368
860,0.0679796703441,0.29192704201,55004
870,0.0755689708182,0.295520724012,55638
880,0.0680381427743,0.298764354011,56261
890,0.0756632870674,0.301913568012,56896
900,0.069222895742,0.306243052011,57513
910,0.0748078454953,0.309387835012,58141
920,0.0807187723804,0.312468161013,58754
930,0.0746832159689,0.315786864016,59392
940,0.0806924626186,0.318871183015,60027
950,0.0807623701686,0.321962376016,60658
960,0.0842295318122,0.325019248015,61283
970,0.0870296565193,0.328757440016,61904
980,0.0843766591629,0.331657453018,62525
990,0.0846665542268,0.335885464021,63161
1000,0.0845282857432,0.338673508024,63794
1010,0.0872987683126,0.341617623024,64433
1020,0.087618694018,0.344543934025,65066
1030,0.087065181096,0.347573832027,65703
1040,0.0832419057326,0.350503304027,66337
1050,0.0866385576647,0.353597009031,66983
1060,0.0882767798544,0.356470293031,67600
1070,0.0857447647854,0.360003985028,68227
1080,0.0894853554559,0.36336717103,68857
1090,0.0905950315099,0.366025861029,69483
1100,0.089537527181,0.370718090031,70099
1110,0.0921457168961,0.373648826029,70728
1120,0.0854749509913,0.376607037029,71350
1130,0.0761824835749,0.37968558403,71983
1140,0.074737256379,0.383158071032,72618
1150,0.0780764309019,0.386238190033,73245
1160,0.0810939279251,0.389937415031,73865
1170,0.0801456345961,0.39305265003,74490
1180,0.0808017662884,0.397149145032,75110
1190,0.0857565422074,0.400323693029,75731
1200,0.0854167557431,0.40346653403,76350
1210,0.0885398122117,0.40670820203,76977
1220,0.0860743625661,0.41139851703,77615
1230,0.0780842758179,0.41449142103,78243
1240,0.0797862776016,0.418407274032,78868
1250,0.080716339015,0.422686596034,79504
1260,0.0896996259891,0.426890142033,80132
1270,0.086194397608,0.431653362033,80768
1280,0.0993629531015,0.434529222035,81395
1290,0.105865080738,0.438368796036,82013
1300,0.0965536123142,0.442270805037,82649
1310,0.0978521306394,0.445162712036,83270
1320,0.0902252383161,0.448038434035,83901
1330,0.0959813069904,0.450886748036,84542
1340,0.0880427243911,0.453898604035,85180
1350,0.084727396075,0.457043315037,85817
1360,0.0813985685509,0.460097125037,86441
1370,0.0916122751619,0.463767348039,87065
1380,0.0861622369121,0.468335880039,87701
1390,0.0983854533868,0.471392896037,88327
1400,0.0945791811736,0.474160141035,88959
1410,0.0960495574134,0.477115352034,89575
1420,0.0878372352799,0.480073141036,90205
1430,0.080695444058,0.482941477036,90836
1440,0.0845408774989,0.485821238035,91454
1450,0.0936391167696,0.488739740034,92089
1460,0.0842742706343,0.491589348032,92723
1470,0.0862036185435,0.494464180032,93348
1480,0.0852110753049,0.497922013034,93975
1490,0.0824172057449,0.501215279033,94618
1500,0.0883906907994,0.505354155033,95255
1510,0.0917239907387,0.508368808034,95882
1520,0.088523926339,0.511309643032,96503
1530,0.0948376468321,0.51461022603,97127
1540,0.092941128879,0.517550165026,97768
1550,0.0846863275566,0.520438448028,98400
1560,0.080761945127,0.523361134026,99025
1570,0.0883468424601,0.526235120025,99655
1580,0.0920881828921,0.529132810025,100279
1590,0.0922661857945,0.532732924024,100912
1600,0.0882167010384,0.535587284026,101546
1610,0.08599771582,0.538590474029,102173
1620,0.0806016071939,0.541677544028,102794
1630,0.0819482832912,0.545751508027,103427
1640,0.0888322324064,0.548637200027,104058
1650,0.0820849469233,0.551684111029,104689
1660,0.0909603092625,0.554653985029,105315
1670,0.0826802464754,0.557729472031,105949
1680,0.0836375373172,0.560716162032,106583
1690,0.0850843624089,0.563636035033,107221
1700,0.0890969314272,0.567485581032,107862
1710,0.0876792155014,0.570229796031,108489
1720,0.0914668075042,0.573792711031,109109
1730,0.0865852267702,0.576806072029,109744
1740,0.0868673511618,0.579565400029,110379
1750,0.0821190100695,0.58231251303,111014
