,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.009466838836669923,0.0003108501434326172,0.9824175824175824,0.9785547122035292,0.001,"(14,)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (14,)}",1,0.9891304347826086,0.9724517906336089,0.967391304347826,0.9752066115702479,0.9560439560439561,0.967032967032967,1.0,0.989041095890411,1.0,0.989041095890411,0.0019630728875788704,1.0112321038902946e-05,0.017781363706138954,0.008956947325641158
