,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.04553894996643067,0.0006924152374267578,0.7190721649484536,0.7577289771291121,0.001,"(14,)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (14,)}",1,0.7348242811501597,0.7643260694108152,0.7348242811501597,0.7465698143664246,0.6752411575562701,0.75825946817083,0.7045454545454546,0.7644694533762058,0.745928338762215,0.7550200803212851,0.007998319467073614,0.00010140661659878417,0.02587675919522589,0.006649843649829527
