,0,1,2,3,4,5,6,7,8,9
2,0.6874019588218088,0.509829608193102,0.28181554073553783,0.35165991179552675,0.3519432311032662,0.3972680733734716,0.7979003562544775,0.638072523831473,0.5522534190386861,0.7048640314345651
3,0.653220264589714,0.665957117931035,0.3491460607285651,0.41741409317877987,0.43038001736661674,0.3716857611097111,0.6747911230195363,0.7302207841260486,0.44347279105711873,0.7577611430067224
4,0.6135480468443145,0.7288454568083871,0.5513444711301989,0.6565312708537118,0.5240092310593004,0.4851218087464813,0.8273431990623332,0.7516291455777293,0.5786239454491134,0.6937724043792516
5,0.7791368910185693,0.7422534359003194,0.8163961525569873,0.7587372192280752,0.6983637095784871,0.5306552011676013,0.8779742005091343,0.7624161056876956,0.7522053358181572,0.8615176801323664
6,0.8334976203878448,0.8034433794924358,0.8668724527999052,0.7826737551236241,0.8750959864322244,0.8276744967234414,0.8846249748541832,0.7375461050110717,0.8809639966621541,0.8978537156216061
7,0.8618775938502011,0.9038651933097501,0.8185335350971795,0.8852777003895631,0.8421482407521004,0.8421879545641846,0.819222619639527,0.7287103697726613,0.8159663094174419,0.8155688617842441
8,0.8672527938812612,0.8404996514452806,0.8696497526464682,0.8819542797206866,0.7556167430316677,0.8505556545121412,0.914529862340962,0.7090477373317801,0.8812813261310349,0.8837432094418569
9,0.9049727355811692,0.9038677084549944,0.8454170805273733,0.889252769721497,0.835046849595206,0.9020141144032241,0.8649911566368691,0.7812215505434617,0.7681232968097641,0.9041957357948227
10,0.9011782124817922,0.8900051240496343,0.8602536653582433,0.8391830637488518,0.8586729009048276,0.7673118784652849,0.9171361910808024,0.8296022371756918,0.8876415316720555,0.9043500908465175
12,0.9358127795388388,0.8991124218301455,0.8414821286546126,0.924073293205124,0.8925015170947114,0.9208359692078482,0.8915875030822006,0.8738653027933848,0.8945967633941321,0.8384600586309431
15,0.9409000885643174,0.9189592707340755,0.9221838682570346,0.9122899086385949,0.9264618010333233,0.9446735371201787,0.9048024164333561,0.8045781625558701,0.9117608991018932,0.9376886247682985
