1,13.413839766571614
2,5.787540744396255
3,2.6565712135440966
4,1.9953187845080445
5,1.679279953552683
6,1.2135682617196213
7,0.6267437221305082
8,0.46913318925616054
9,0.4020956769920739
10,0.328284569492075
11,0.30583164669839996
12,0.25155526488854413
13,0.23959793966183815
14,0.16080422401921227
15,0.09727240947064053
16,0.07265741599741067
17,0.05643191058244906
18,0.04914744090495512
19,0.0434069277862328
20,0.032128598738765085
21,0.02801436801322616
22,0.02309250662007996
23,0.020050630601660173
24,0.016880228095358326
25,0.014501411308241587
26,0.007698730261005579
27,0.006205874433172188
28,0.0014339489799088884
29,0.0007691833052216033
30,0.00014345747053285383
