,2,3,4,5,6,7,8,9,10
GMM,0.33594840920983654,0.1822118527512398,0.17555072163227392,0.18732347485746548,0.16134002254870902,0.10850541285017197,0.21857131131129745,0.1274622367604866,0.13924529562073834
Kmeans,0.37144113017584834,0.344119605345964,0.24809905963419346,0.2651617998558315,0.20952228147902938,0.20880406911946753,0.18422908423989393,0.19275780621072408,0.1852226267662378
