iter,time,reward,steps,convergence
1,278.846451,-308.0,300.0,9.99
2,21.08665200000004,-389.0,300.0,9.901900000000001
3,23.962276000000003,-299.0,300.0,9.64415261
4,13.338934999999996,-308.0,300.0,9.270025296000735
5,63.298074000000035,-308.0,300.0,8.776982171661333
6,23.66320599999999,-335.0,300.0,8.187617240946414
7,24.35801700000001,-335.0,300.0,7.7655615878376665
8,13.185822000000014,-335.0,300.0,7.660720687837667
9,23.72852400000003,-308.0,300.0,7.284682904504082
10,15.381346999999934,-224.0,299.0,7.090326094504083
11,11.28938200000007,-299.0,300.0,6.494826375338858
12,24.705568999999983,-308.0,300.0,6.005511720249216
13,18.818320000000057,-299.0,300.0,5.791220654187619
14,15.649381000000018,-308.0,300.0,5.587609561521088
15,17.377489000000025,-299.0,300.0,5.367502657739024
16,29.381825999999943,-308.0,300.0,5.329498571550551
17,14.856906999999975,-82.0,184.0,5.417769153159044
18,14.032046000000076,-299.0,300.0,4.910186958898412
19,11.199010000000008,-308.0,300.0,4.8518660773531375
20,12.789103000000024,-335.0,300.0,4.634165489229273
21,12.844014999999986,-299.0,300.0,4.9418625959102
22,13.70268600000002,-317.0,300.0,4.966621313658211
23,12.834815999999915,-299.0,300.0,4.901157747972551
24,25.20529599999999,-308.0,300.0,4.644110252872441
25,11.157697999999993,-127.0,211.0,4.760289013602066
26,63.381953000000046,-335.0,300.0,4.525801238032348
27,4.814296000000051,-39.0,114.0,4.147903721726958
28,2.5583470000000164,-326.0,300.0,4.003066501482298
29,4.033709999999968,-299.0,300.0,3.7573464067079256
30,5.878574000000025,-317.0,300.0,3.527595633010898
31,3.073833999999942,-299.0,300.0,3.0573830298599685
32,3.4784979999999965,-299.0,300.0,3.085148773978489
33,3.3930610000000305,-63.0,156.0,2.7874588806013674
34,4.07679400000005,-299.0,300.0,2.8037153631827825
35,4.232156000000042,-308.0,300.0,2.601065628132025
36,4.162051,12.0,90.0,2.9200563498997263
37,2.179894000000071,-299.0,300.0,3.030017935509385
38,1.7340000000000133,-299.0,300.0,3.560442943494139
39,2.528972000000018,-84.0,177.0,3.4782586791505983
40,4.296476000000049,-371.0,300.0,4.077098287351527
41,3.4281019999999884,-116.0,218.0,4.025609680151497
42,3.3643630000000924,-299.0,300.0,3.943781146943509
43,3.292122000000064,-299.0,300.0,4.09960244004281
44,1.8994189999999023,-39.0,141.0,4.241421628265927
45,2.9352910000000065,-299.0,300.0,4.309292323110757
46,4.333177999999993,-317.0,300.0,4.060061595342583
47,3.2356850000000437,-308.0,300.0,3.9987774474934312
48,2.288915000000058,-170.0,263.0,3.3188979472611053
49,1.252973000000046,-299.0,300.0,3.3740985212093584
50,3.5459620000000136,-317.0,300.0,2.6310118822257516
51,3.3424290000000356,3.0,99.0,2.8198669721834633
52,2.553225999999964,-326.0,300.0,2.843581235801363
53,3.1488010000000344,10.0,83.0,2.9034944046209405
54,2.7785049999999867,-198.0,291.0,2.823165059722171
55,3.9636630000000617,-40.0,142.0,2.781689145347861
56,1.61510499999995,-125.0,227.0,2.7386583347214186
57,0.8965539999999939,-299.0,300.0,2.64595371301987
58,1.4545159999999058,-308.0,300.0,3.3590142964670022
59,2.2810679999999417,22.0,80.0,3.3584853139720265
60,1.5475099999999742,59.0,43.0,3.3639955238466612
61,2.0849900000000643,-195.0,279.0,3.198145431397298
62,1.2314970000000258,11.0,64.0,2.9589084501000595
63,3.5092019999999335,-155.0,221.0,2.8208354077431252
64,3.2123479999999205,-169.0,253.0,2.809806484528619
65,1.48492999999994,-9.0,111.0,2.8102668707195626
66,1.4618280000000539,-20.0,122.0,2.887671076612687
67,1.031844000000115,56.0,46.0,2.8445158399288557
68,1.9755280000000042,37.0,65.0,2.239813677895536
69,1.2378280000000519,-87.0,189.0,2.1729694114038636
70,0.756854000000029,29.0,73.0,2.2095292050437236
71,1.8840120000001015,1.0,101.0,2.2077079399260784
72,1.4403639999998052,-1.0,103.0,2.28923800993648
73,1.4371039999998558,44.0,58.0,2.2544930787034585
74,1.0686159999999667,13.0,89.0,2.2997869493114704
75,0.9147009999999067,-116.0,209.0,2.3042850538474533
76,2.011478000000011,66.0,36.0,2.275946729027397
77,2.5060780000001337,31.0,71.0,2.182351939449202
78,1.1855990000000372,52.0,50.0,2.241370552743549
79,1.5243240000000213,38.0,64.0,2.2493810115530986
80,1.1091260000000158,-42.0,126.0,2.2994240526162693
81,1.3270610000000183,43.0,59.0,2.4016692836168323
82,1.521276999999932,21.0,81.0,2.5070728156853646
83,1.6352480000001446,1.0,101.0,2.5077921255708917
84,1.2501990000000074,-70.0,172.0,2.4595224418209236
85,1.4677720000000338,22.0,71.0,2.373809898198542
86,1.5059230000000756,62.0,40.0,2.41402452517493
87,2.217353000000033,2.0,73.0,2.524272832749334
88,1.751763999999989,45.0,39.0,2.493815858606937
89,1.414579999999832,-147.0,249.0,2.525046609957717
90,1.4831140000000076,-6.0,99.0,2.4537093045260745
91,0.8599929999999478,23.0,70.0,2.3785435038717493
92,1.3787970000000982,48.0,54.0,2.2374737841040515
93,0.6871679999997937,-117.0,192.0,2.2115223191897706
94,0.9185179999999793,41.0,61.0,2.2174388872394535
95,1.8531820000000643,32.0,70.0,2.233411600402595
96,1.5096089999999673,-66.0,168.0,2.212289568853199
97,1.0095210000000687,62.0,40.0,2.30384085224597
98,1.053643000000104,54.0,48.0,2.362743648738933
99,0.9717059999998501,-299.0,300.0,2.3187653099486036
100,1.622953000000038,32.0,52.0,2.3203331564564786
101,1.2377960000000687,16.0,68.0,2.3818497489790964
102,0.7792749999999682,-73.0,166.0,2.5257409481556663
103,44.37667099999998,14.0,88.0,2.5189377723879773
104,1.8907390000000301,51.0,51.0,2.6206751832799364
105,0.8258139999999248,25.0,77.0,2.670840366657489
106,1.424137000000103,57.0,36.0,2.698006744532725
107,1.5861040000000326,42.0,60.0,2.574221509033453
108,1.2773900000000449,28.0,74.0,2.4626232020854633
109,1.069726000000104,-299.0,300.0,2.3742222713106824
110,1.4211040000000619,66.0,36.0,2.5712891931766224
111,1.171546999999995,-13.0,106.0,2.4454127807781845
112,0.9686970000000183,15.0,87.0,2.327993392516805
113,0.7924150000000463,-19.0,112.0,2.3243257334201557
114,1.2365560000000553,37.0,65.0,2.178293404687647
115,0.8834650000000277,29.0,73.0,2.088060410850369
116,1.17249900000016,36.0,66.0,2.0604553867630497
117,1.4287470000000635,46.0,47.0,2.0256389761328704
118,1.5371159999999495,46.0,56.0,2.116905682356466
119,0.5983860000000618,-17.0,119.0,2.230920276329422
120,1.0637270000000143,-210.0,294.0,2.0599124099854977
121,1.1939620000001039,-19.0,121.0,2.0977085915948956
122,0.817741000000094,36.0,66.0,1.9998565178031757
123,1.5178719999999757,69.0,33.0,2.066177019054325
124,1.169933000000123,30.0,63.0,2.063388392631947
125,0.8414449999998297,20.0,82.0,2.120964103378774
126,1.0543210000000247,-11.0,113.0,2.070843502700616
127,1.0447000000000095,33.0,69.0,2.1731114952712556
128,1.5394399999999475,29.0,73.0,2.0812685922636445
129,0.8707709999999924,64.0,38.0,1.982167401595746
130,0.7254899999999953,40.0,62.0,1.8917262273793576
131,0.6635130000001155,47.0,55.0,1.8744075606199573
132,1.106076999999983,38.0,46.0,1.9785343498744297
133,1.1022170000001275,61.0,41.0,1.9764497349449601
134,1.1333880000001795,40.0,44.0,2.031750215306494
135,0.9087329999999394,-12.0,114.0,2.0303074423265706
136,0.8751000000000175,13.0,89.0,2.0017352903116707
137,1.000557000000013,28.0,74.0,1.846028198700268
138,0.7985530000000907,52.0,50.0,1.8448871165063518
139,0.6723499999998772,49.0,53.0,1.8283830985332687
140,1.2252839999999932,30.0,54.0,1.8098748768432327
141,0.9248560000001405,68.0,34.0,1.791499854684313
142,1.0994040000000815,55.0,47.0,1.7068165814822396
143,0.9807610000001077,62.0,40.0,1.6470921529491136
144,0.9469029999999989,44.0,58.0,1.575946492568308
145,1.6515710000000183,56.0,46.0,1.5495462249295326
146,1.2632999999999672,68.0,34.0,1.6379151130551204
147,0.9180030000000006,64.0,38.0,1.7656538400212074
148,1.359402000000065,67.0,35.0,1.7594713808837128
149,0.8457680000000245,57.0,45.0,1.7508272069454087
150,0.9676290000000254,58.0,44.0,1.8311361386873934
151,0.7409579999999583,66.0,36.0,1.8026841125197386
152,1.4270069999999802,55.0,47.0,1.8282826912098435
153,0.4408550000001288,43.0,41.0,1.7954670941956508
154,1.3158209999999393,62.0,40.0,1.835005882932797
155,0.7743270000000191,54.0,39.0,1.781452591455232
156,0.7483310000000465,60.0,42.0,1.7246013008597203
157,0.8921209999999125,65.0,37.0,1.616419945560913
158,0.7158780000000586,66.0,36.0,1.5996282856575814
159,0.83858800000014,66.0,36.0,1.7099937822851092
160,0.8360759999999079,65.0,37.0,1.6371575491053219
161,0.601950999999934,67.0,35.0,1.7451492530864907
162,1.5928039999999477,71.0,31.0,1.799724082494495
163,0.927370000000094,38.0,46.0,1.826274708179766
164,0.7746850000001082,46.0,56.0,1.8251262484799677
165,0.6261520000001575,63.0,39.0,1.981723721220669
166,1.0344129999999563,47.0,46.0,1.9972140926146253
167,0.8578550000000185,58.0,44.0,2.109589004463527
168,0.9948319999999455,62.0,40.0,2.1492245794111566
169,1.2751060000000258,69.0,33.0,2.0962148789882704
170,0.5660690000000024,65.0,37.0,2.025356025346524
171,0.6139750000000443,57.0,36.0,1.9349878141358094
172,1.0291229999999096,69.0,33.0,1.8198375090917391
173,0.5924900000000566,62.0,40.0,1.886230827259642
174,1.368166000000004,53.0,40.0,1.864844538622646
175,1.1106700000000913,69.0,33.0,1.7593101968195977
176,0.8955520000000217,53.0,40.0,1.743680944517251
177,0.7865339999999499,67.0,35.0,1.641027420979611
178,0.5685490000000293,65.0,37.0,1.6105037347257993
179,1.4362480000000843,60.0,42.0,1.600497258570719
180,0.8579259999998978,54.0,48.0,1.7141642343396388
181,1.212914999999981,47.0,55.0,1.7392629706956584
182,0.8424640000002093,50.0,52.0,1.8340793372758077
183,2.822982000000085,47.0,46.0,1.8249225926204922
184,1.4182500000001763,16.0,77.0,1.8404483311382678
185,1.2783259999999963,47.0,46.0,1.8786971551853746
186,1.5450580000000436,70.0,32.0,1.8234841779116586
187,1.0525599999999802,56.0,37.0,1.8624793409348164
188,0.9089389999998865,53.0,40.0,1.8793157939655694
189,0.8312630000000265,62.0,40.0,1.9688966793196854
190,0.79489899999996,47.0,46.0,1.9195132619606003
191,0.9939560000000736,66.0,36.0,1.8295573249010388
192,1.1552589999999086,63.0,39.0,1.8017478663906246
193,1.0678290000001311,59.0,43.0,1.7504075441612528
194,0.9785159999999848,36.0,48.0,1.763550419924075
195,1.0167389999999887,62.0,40.0,1.750186003888534
196,0.7646279999999894,55.0,47.0,1.7628360283263107
197,1.0455619999998333,63.0,39.0,1.7455517998519325
198,0.6566070000000312,69.0,33.0,1.764186486194052
199,0.7631639999998718,68.0,34.0,1.6823170585994276
200,1.0435950000000638,71.0,31.0,1.6884314986609834
201,0.5660299999998841,68.0,34.0,1.8308799086343057
202,0.6277869999999908,64.0,38.0,1.7826549589709564
203,0.8825510000001202,60.0,42.0,1.7328094969007608
204,1.3848370000000276,48.0,45.0,1.6806058148700742
205,0.9310060000000675,72.0,30.0,1.6112564863684935
206,0.9429380000001153,60.0,33.0,1.6176537465109224
207,0.7990429999999993,62.0,40.0,1.6462875905725542
208,0.6455149999999854,64.0,38.0,1.6022324946425033
209,0.8036430000000205,57.0,36.0,1.553607701235315
210,0.6393309999999097,62.0,40.0,1.5234199559250752
211,0.8293559999998923,29.0,46.0,1.4433433285953607
212,0.7673240000001247,58.0,44.0,1.4273956380189727
213,1.022237000000148,52.0,41.0,1.4667983274857104
214,0.5970289999999157,61.0,32.0,1.5253103149098426
215,0.7348860000000457,63.0,39.0,1.632789709158466
216,0.6947860000001693,66.0,36.0,1.693530327121764
217,1.475721000000041,65.0,37.0,1.7277229946724284
218,0.7623979999999975,68.0,34.0,1.6877246365123875
219,0.7399989999998802,57.0,45.0,1.704718899242221
220,1.0566249999999222,57.0,45.0,1.7229064952831041
221,0.9273869999999462,60.0,42.0,1.7548334120278644
222,0.9154149999999195,71.0,31.0,1.8160112112274487
223,0.5995309999999865,68.0,34.0,1.7756313755209459
224,1.8523619999999408,62.0,40.0,1.69514452524333
225,0.8510360000000272,69.0,33.0,1.6395468777194506
226,0.7033650000001224,61.0,41.0,1.6277877446142508
227,0.8520480000000497,69.0,33.0,1.5517674183068586
228,1.0911860000000217,65.0,37.0,1.5795162880188989
229,1.5059740000000765,60.0,42.0,1.6684282793968321
230,0.574435999999956,44.0,49.0,1.6589091360157298
231,0.6789879999999915,54.0,48.0,1.571874654957344
232,0.6812979999999413,67.0,35.0,1.4867017101943603
233,2.1017519999999568,57.0,45.0,1.5272658564743522
234,1.3041020000001957,52.0,50.0,1.6129476367533186
235,1.5845669999998702,68.0,34.0,1.5919556652762352
236,1.2202869999999866,64.0,38.0,1.5590538962802707
237,2.0994620000001074,69.0,33.0,1.6780188745741298
238,1.1123740000000826,56.0,46.0,1.7618144049307034
239,1.0173629999998823,63.0,39.0,1.6178471787494562
240,0.8229750000001701,59.0,43.0,1.5912379588134702
241,1.3133770000000045,50.0,43.0,1.7037018147596985
242,2.0155629999998315,72.0,30.0,1.8104936685909157
243,2.376177000000146,70.0,32.0,1.7850480549537788
244,0.8903160000000021,40.0,44.0,1.768592433084282
245,1.3142630000000377,55.0,47.0,1.737551654226881
246,1.7259620000000808,66.0,36.0,1.6787692839932717
247,1.8276600000000087,45.0,48.0,1.6422899560818394
248,1.8325479999998784,70.0,32.0,1.5716085074655972
249,1.482613000000077,64.0,38.0,1.6889057191733698
250,1.6619850000001435,47.0,46.0,1.7793885855898517
251,1.8405150000000425,65.0,37.0,1.8026456429795168
252,1.5368410000000665,64.0,38.0,1.7470197277817043
253,1.2365199999999632,64.0,38.0,1.780279240600659
254,0.9446450000001327,61.0,41.0,1.7724464001312419
255,2.9723020000000933,66.0,36.0,1.8252917415463075
256,7.262011000000124,66.0,36.0,1.8525653274048808
257,2.198101999999924,63.0,39.0,1.8322118255824136
258,0.8575769999998872,42.0,51.0,1.8200933555310734
259,2.270329999999987,43.0,50.0,1.7655836766624435
260,1.367075999999967,56.0,46.0,1.6998154523321412
261,1.7764579999999253,54.0,48.0,1.545971955454274
262,1.5277650000000698,70.0,32.0,1.5905505221214222
263,1.2501469999999237,61.0,41.0,1.6236273095991507
264,1.8843239999999373,65.0,37.0,1.639389325851574
265,1.4648530000000992,55.0,47.0,1.6067695493020158
266,1.763010999999981,48.0,45.0,1.6725228515016977
267,1.473527000000141,49.0,44.0,1.6557387851648238
268,1.725581000000087,62.0,40.0,1.7546974755112834
269,1.9492290000000523,67.0,35.0,1.7212262541813286
270,1.5361670000000327,49.0,53.0,1.7725044985569434
271,0.6424599999999003,61.0,41.0,1.908481300117875
272,1.7539509999999758,55.0,38.0,1.8760996786878572
273,0.7429450000000504,63.0,39.0,1.8209889007814872
274,1.231481999999895,63.0,39.0,1.7644873270998702
275,0.6751380000000751,66.0,36.0,1.8909778333623173
276,1.1177339999999258,68.0,34.0,1.8615356774085903
277,0.7106019999998381,48.0,45.0,1.9178393699853635
278,1.0534300000000218,56.0,46.0,1.7964415608751416
279,2.0898619999998314,64.0,38.0,1.9538817456640765
280,1.15118500000011,61.0,41.0,1.944239447122228
281,1.0091159999998656,57.0,45.0,1.8690008306830257
282,0.7129260000000581,56.0,37.0,1.9115254649341629
283,0.6277649999999468,58.0,35.0,1.895722927621275
284,0.5800469999999169,59.0,43.0,1.9732387764897878
285,0.6672389999999861,55.0,38.0,1.893764281070662
286,0.9531049999997876,54.0,48.0,1.9079136471996834
287,0.7786670000000662,57.0,45.0,1.7453698725752627
288,0.5889830000000984,60.0,42.0,1.8516938948531556
289,0.7567149999998524,64.0,38.0,1.7513404922703733
290,0.6994180000001737,60.0,42.0,1.7357862328322025
291,0.6304730000001868,67.0,35.0,1.8032418375540733
292,0.9260190000000001,59.0,43.0,1.780137166183963
293,1.0284069999999534,60.0,42.0,1.7022085918148857
294,0.8241549999998821,73.0,29.0,1.5974049146457756
295,0.856557000000091,67.0,35.0,1.5558853983637069
296,0.726301999999901,62.0,40.0,1.490742014126046
297,1.415750000000049,54.0,39.0,1.5545652840985742
298,0.9599350000000229,54.0,48.0,1.5136080404465884
299,1.3138810000001833,67.0,35.0,1.5593343899775607
300,0.8798460000001285,55.0,47.0,1.6030704340737354
301,1.3135300000000072,68.0,34.0,1.4880564559560632
302,1.2954769999999893,66.0,36.0,1.455033127612726
303,1.2370230000000593,61.0,41.0,1.6171601048892057
304,1.3036469999998523,70.0,32.0,1.5842898365876263
305,0.849285000000144,68.0,34.0,1.591787759057023
306,1.0908199999999368,60.0,42.0,1.6104903330507354
307,1.1369600000001867,51.0,42.0,1.6978512696664125
308,1.6003079999999947,66.0,36.0,1.7397888756443045
309,0.8902539999999792,62.0,40.0,1.6687448132911675
310,1.013461999999965,56.0,46.0,1.598250937106633
311,1.6402750000001909,63.0,39.0,1.66604138492028
312,0.7285519999999934,64.0,38.0,1.5978801399930507
313,0.7390470000001592,67.0,35.0,1.4680381635994295
314,1.0285619999998996,68.0,34.0,1.5733972004722614
315,0.8501400000000547,70.0,32.0,1.6399349485200863
316,0.9753999999999596,63.0,39.0,1.7319645321521098
317,1.4200810000000175,58.0,44.0,1.7306979049224513
318,1.6566049999999777,62.0,40.0,1.6034851654303712
319,1.4616119999999455,64.0,38.0,1.5281682911666306
320,1.5659660000000297,71.0,31.0,1.5330466409754995
321,1.2278019999998335,47.0,46.0,1.602800949044277
