iter,time,reward,steps,convergence,policy
1,8.54466499999873,-898.0,1000.0,9.891
2,1.733319999999594,67.0,35.0,9.782
3,3.356825000000896,54.0,48.0,9.50371
4,1.69899899999848,-310.0,412.0,9.11818738296339
5,0.7321810000000539,62.0,40.0,8.615914063163736
6,1.0806710000004216,89.0,13.0,8.417814063163735
7,2.118675000000181,-4.0,106.0,7.942045001863422
8,13.035837000000328,79.0,23.0,7.41653556165205
9,1.4737409999998619,59.0,43.0,7.072371362578972
10,0.8452109999996793,89.0,13.0,6.5743900191858575
11,0.3832870000000099,-207.0,309.0,6.187492951543292
12,0.4105059999996996,86.0,16.0,5.742996570491464
13,0.6010500000002139,-44.0,146.0,5.500181777468997
14,1.401044999999712,91.0,11.0,5.291329282143733
15,0.3923810000010519,93.0,9.0,5.26722055690323
16,7.065750999998954,93.0,9.0,4.955481792036702
17,0.35522099999951706,93.0,9.0,4.716787253636486
18,0.6326800000007182,82.0,20.0,4.773523692598662
19,0.83408399999918,91.0,11.0,4.405889568482385
20,0.3118240000006267,93.0,9.0,4.309711609592718
21,0.3415470000014409,93.0,9.0,4.283712976111008
22,0.49955799999956696,90.0,12.0,4.319896097687112
23,0.4247510000006116,90.0,12.0,4.078529725782455
24,0.41693000000009306,90.0,12.0,4.169611769091661
25,0.27465800000037177,91.0,11.0,3.968444836656083
26,0.2698030000001239,91.0,11.0,4.001974475341721
27,0.31984399999984703,78.0,15.0,4.146731944030407
28,0.3221350000011114,93.0,9.0,3.817198134734975
29,0.2255519999998512,93.0,9.0,4.170018756070858
30,0.31628700000041476,88.0,14.0,4.280421450165476
31,0.3670479999993148,87.0,15.0,4.525971569940539
32,0.6513419999993886,69.0,15.0,4.2627621103300175
33,1.0521719999996293,91.0,11.0,4.756992770086782
34,0.6998340000006209,90.0,12.0,4.844371423923196
35,0.7343639999994878,91.0,11.0,4.955035993526989
36,0.24715800000052468,93.0,9.0,4.8220555766553765
37,0.2937080000009473,93.0,9.0,4.903448102415183
38,0.3665030000004066,93.0,9.0,4.86639746351475
39,0.2617990000004511,92.0,10.0,5.098308662582163
40,0.4385450000015112,91.0,11.0,5.146769074991427
41,0.19596499999963157,84.0,18.0,5.011711917939011
42,0.20352900000020213,92.0,10.0,5.332690959751352
43,0.2551450000005673,93.0,9.0,4.903380318062899
44,0.2113919999988667,76.0,17.0,4.680752429031764
45,0.26210599999920703,91.0,11.0,5.07312286969225
46,0.27112100000081796,91.0,11.0,5.152051644493544
47,0.18282599999963622,93.0,9.0,4.997230373546339
48,0.15288799999879643,92.0,10.0,5.083999625548683
49,0.20416299999936882,93.0,9.0,4.78951808201011
50,0.2806890000002227,93.0,9.0,5.035403312362817
51,0.32399500000046544,92.0,10.0,4.997118712321755
52,0.26402299999972456,91.0,11.0,4.596284682190374
53,0.30154599999931975,81.0,12.0,4.745401908032825
54,0.2813709999998082,82.0,20.0,4.609474694481086
55,0.2854740000000078,93.0,9.0,4.308350030576819
56,0.3129249999993533,91.0,11.0,4.34568497257
