iter,time,reward,steps,convergence
1,174.45166600000002,-308.0,300.0,9.891
2,54.21828200000001,-326.0,300.0,9.70981463719
3,8.219264000000004,-299.0,300.0,9.3730544933139
4,27.863094999999976,-308.0,300.0,8.961909429877078
5,14.46288000000001,-308.0,300.0,8.475209210285339
6,34.44487499999999,-326.0,300.0,8.453357096413253
7,34.27381099999999,-299.0,300.0,8.4447253999008
8,28.509488000000026,-299.0,300.0,7.781501385826661
9,32.833215000000024,-299.0,300.0,7.065414867376374
10,28.128097000000018,-335.0,300.0,6.694349000958445
11,16.487638999999998,-353.0,300.0,6.071950712117625
12,9.81976299999998,-299.0,300.0,5.482852925401336
13,13.508450000000005,-326.0,300.0,5.534829510285996
14,18.864829000000082,-326.0,300.0,5.15446020992529
15,15.873910000000047,-308.0,300.0,5.1810325044598065
16,17.296035999999958,-317.0,300.0,4.501595678182979
17,8.162769000000015,-335.0,300.0,3.7247815908798736
18,8.020847000000053,-299.0,300.0,4.089384494018535
19,4.115352999999988,-308.0,300.0,4.446569249869951
20,10.619575000000104,-299.0,300.0,4.139875769207097
21,6.5651829999999745,-317.0,300.0,4.544464609843057
22,13.352199999999925,-150.0,234.0,4.847061757164896
23,4.460179000000064,-326.0,300.0,4.651576146227203
24,4.382655000000013,-299.0,300.0,4.644134228998988
25,4.504660000000049,-299.0,300.0,4.420187915462549
26,9.682489999999987,-299.0,300.0,4.406656465851365
27,6.45436899999996,-180.0,264.0,4.747134179030768
28,10.75495500000001,-299.0,300.0,4.6093746861717895
29,6.397618000000049,-326.0,300.0,4.148967516104183
30,7.827454999999928,-344.0,300.0,4.331026136909857
31,5.488488000000014,-202.0,241.0,4.152812390701917
32,5.724044000000039,-308.0,300.0,3.7828648760997625
33,5.342656999999917,-299.0,300.0,3.6931846244932642
34,4.831087999999983,-299.0,300.0,3.7527160823315207
35,10.77312499999994,-299.0,300.0,3.872347508644753
36,4.20026699999998,-299.0,300.0,3.9906654335433727
37,6.407574999999999,-326.0,300.0,3.565610963691062
38,4.120349000000023,-308.0,300.0,3.2515256877503314
39,6.403354000000028,-317.0,300.0,3.5065327847487437
40,6.737549999999981,-164.0,239.0,3.3124912570590497
41,3.203969999999945,-308.0,300.0,3.070419891643361
42,1.7743110000000284,-308.0,300.0,3.23404942660808
43,1.6237620000000286,-326.0,300.0,3.2902950492206267
44,3.149959999999896,-48.0,114.0,3.4469837925998297
45,3.4097959999999095,-326.0,300.0,3.1241256039125176
46,2.8144689999999306,-317.0,300.0,3.168552290073246
47,2.956664999999914,-308.0,300.0,3.3187874736172147
48,2.294004000000016,-1.0,94.0,3.4910959498886696
49,1.6974339999999977,-299.0,300.0,3.794810406628467
50,2.85951299999998,-317.0,300.0,3.575710996655161
51,1.1091409999999247,-326.0,300.0,3.836696876902714
52,1.4948200000000078,-299.0,300.0,3.997395658786374
53,2.6435200000000103,-317.0,300.0,3.87196460200432
54,1.4419919999999475,-299.0,300.0,3.732376503118039
55,2.432881999999914,-353.0,300.0,3.935919830494116
56,1.1856169999999722,-335.0,300.0,3.7126061873904304
57,2.2866480000000022,-317.0,300.0,3.8805750554958878
58,1.9065870000000151,9.0,93.0,3.7856286353168698
59,1.7501760000000477,-299.0,300.0,3.3706987155521224
60,1.4689199999999847,-317.0,300.0,3.432434442113075
61,3.153609999999918,-76.0,160.0,3.1348894381046133
62,5.598640000000099,-344.0,300.0,2.8522718647384453
63,2.2925829999999037,-299.0,300.0,2.978815955983833
64,5.6208030000000075,-106.0,199.0,2.9377535076149757
65,3.153866000000005,-299.0,300.0,2.9618997002435083
66,1.8524330000000422,-150.0,234.0,2.845530677226505
67,1.914981999999954,-299.0,300.0,2.8710407473372834
68,1.2074860000000909,-344.0,300.0,2.75162617431934
69,3.131853999999934,-151.0,253.0,2.568321169667976
70,2.5034149999999533,-61.0,154.0,2.6987708372848056
71,1.158207999999994,-146.0,203.0,2.6073640756153185
72,2.1532470000000803,-317.0,300.0,2.5957864350449715
73,1.2576770000000126,-124.0,208.0,2.385753172433849
74,2.617759000000053,-326.0,300.0,2.243423047141178
75,1.499659000000042,-43.0,145.0,2.1458494233612546
76,1.2516729999999532,-371.0,300.0,2.292572443586817
77,1.568238000000055,43.0,50.0,2.0960383255298605
78,2.9414349999999923,-317.0,300.0,2.20582687606728
79,1.8540099999999615,49.0,53.0,2.2352053382714727
80,1.412357999999947,-308.0,300.0,2.1751014320180793
81,1.5544039999999537,-299.0,300.0,2.1596537462143535
82,3.660084999999924,-22.0,97.0,2.416083520976863
83,2.7293510000000465,28.0,65.0,2.4117906885451283
84,1.1887289999999995,-371.0,300.0,3.2094974409012194
85,1.4340800000000042,-299.0,300.0,3.1905571374433768
86,1.943420000000029,39.0,54.0,3.148864797269074
87,1.8279759999999534,-110.0,212.0,3.300639638280123
88,1.5475369999999877,-260.0,299.0,3.262738772591291
89,1.8227130000000313,37.0,65.0,3.3395854029586447
90,1.1581629999999343,-308.0,300.0,3.3454449118105543
91,1.7280440000000397,-120.0,222.0,3.597889188179461
92,1.2960869999999458,-299.0,300.0,3.3833384384556284
93,0.8769539999999854,-317.0,300.0,3.3435632478618382
94,1.7297490000000026,-326.0,300.0,3.254364247861838
95,1.7920450000000754,-144.0,219.0,3.120896257804382
96,3.003430000000029,-69.0,171.0,3.2949775701908406
97,1.6744630000000704,-308.0,300.0,3.091491028124651
98,1.5508309999999748,-308.0,300.0,3.3167441045880763
99,2.2069150000000315,-112.0,214.0,3.274034748533489
100,2.123894000000015,-154.0,247.0,3.1337999596601693
101,1.5637669999999382,-8.0,110.0,3.162907213226523
102,1.4104259999998536,-196.0,289.0,3.203051322234316
103,2.4266109999999674,-299.0,300.0,3.140933353088955
104,1.0765560000001173,-317.0,300.0,2.5280295244848148
105,0.7598269999999907,-299.0,300.0,2.765353472526706
106,0.9034029999999138,-21.0,123.0,2.740981476971183
107,0.9588540000000645,-19.0,103.0,2.751678083472514
108,1.6582320000000372,35.0,67.0,2.4232580441871967
109,1.1584350000000132,-299.0,300.0,2.44671601354836
110,1.3073679999999754,-1.0,94.0,2.52532826626334
111,0.6046699999999738,44.0,58.0,2.3609912291944264
112,2.3387599999999953,51.0,51.0,2.1875650031751928
113,1.206642000000091,-39.0,114.0,2.3028019398512636
114,1.1192349999999962,29.0,73.0,2.3545742717705602
115,0.8599479999999993,-299.0,300.0,2.0936852347642865
116,1.234461000000131,-317.0,300.0,2.017112581345536
117,2.5892030000000954,40.0,53.0,2.0141696939390568
118,2.8014130000000304,9.0,84.0,2.03844968693205
119,0.8108370000001752,-299.0,300.0,1.998562872763444
120,2.3715619999999937,-184.0,286.0,2.1954806324877656
121,1.3703369999999993,30.0,72.0,2.321146361292651
122,1.5910850000000476,-9.0,102.0,2.4062260763149874
123,1.3599300000000092,49.0,53.0,2.3122531703572897
124,0.8855770000000263,-13.0,115.0,2.1623972156769007
125,1.3322540000000327,-59.0,161.0,2.2476530132237995
126,0.8359179999999355,-86.0,188.0,2.105441690650965
127,0.5266360000000248,1.0,92.0,2.78433670874948
128,0.5542679999999134,49.0,53.0,2.83351471953906
129,0.5685309999998722,-2.0,104.0,3.3715369121739216
130,1.5104289999998688,43.0,50.0,3.1731604291895943
131,1.052315000000137,-317.0,300.0,2.9887114574408082
132,1.3464410000001426,22.0,80.0,2.957201864581541
133,1.2864820000000332,-58.0,160.0,3.418405956004927
134,1.2388789999999705,-317.0,300.0,3.479469433871079
135,1.4734770000000008,59.0,43.0,3.5441024075438134
136,2.093634999999816,-73.0,175.0,3.656335431049338
137,0.4581869999999988,2.0,91.0,2.9088639060346493
138,0.8289960000000818,-174.0,276.0,3.1886666402350743
139,0.6542949999999159,11.0,91.0,2.7805947051134767
140,0.7093510000000247,-232.0,253.0,2.7508102503277194
141,0.5646580000000512,42.0,51.0,2.7659755996055444
142,0.4368790000000011,-308.0,300.0,2.808353756920675
143,0.6009129999999807,38.0,64.0,2.302410125559059
144,0.6043159999999936,-299.0,300.0,2.3738840758417425
145,0.7412039999998843,33.0,60.0,2.2965661471448913
146,0.9908789999999446,-158.0,71.0,2.241787685237193
147,1.3071590000000022,-76.0,178.0,2.2470386517825793
148,0.9352270000000384,21.0,72.0,1.9988435027299019
149,1.2484719999998894,33.0,69.0,1.9349540220779864
150,1.3907349999999763,-80.0,164.0,2.0481009752913195
151,1.1349599999999072,-45.0,138.0,2.0059587410834356
152,1.6292239999999847,41.0,61.0,1.9411033773004807
153,1.5327680000001287,-37.0,130.0,2.051554591453751
154,1.384089999999949,-299.0,300.0,2.0936051233774093
155,1.0738259999998334,-16.0,109.0,2.094260005813238
156,0.7980150000002073,32.0,70.0,2.195499136415822
157,1.0116149999999102,-115.0,208.0,2.2643140674699507
158,1.3387639999999923,19.0,74.0,2.1456976363802918
159,1.1548900000000195,-53.0,155.0,2.021836531982907
160,1.1507049999999186,-308.0,300.0,2.088932471768996
161,0.8548399999999123,-2.0,104.0,2.221476765745713
162,1.15618400000006,-59.0,161.0,2.1664786431457372
163,1.2895029999999696,8.0,94.0,2.09268842693195
164,1.0203970000000062,39.0,63.0,2.0680859266511904
165,1.2997369999998565,-191.0,293.0,2.4571968271003555
166,1.1707100000000192,35.0,58.0,2.307502174404007
167,1.1304659999999966,-188.0,290.0,2.2134942155184802
168,1.0172139999999885,36.0,48.0,2.3135363897195176
169,1.7183110000000834,57.0,45.0,2.3968949215359174
170,0.6724369999999702,50.0,52.0,2.2756108597603912
171,1.8848700000000385,-4.0,97.0,2.2318773369093123
172,1.3831949999998372,-84.0,177.0,2.340297037073161
173,2.090174999999972,-299.0,300.0,2.416915281774896
174,0.6610889999998371,-78.0,180.0,2.3135277840104704
