,2,3,4,5,6,7,8,9,10
GMM,0.6027171899397149,0.46389993860580714,0.2949906222654247,0.3363171963644119,0.3019417404522148,0.2970842993049337,0.24192138890973333,0.23506018152764993,0.22670585570424656
Kmeans,0.5510609690049785,0.4044355701073188,0.3921664961622798,0.3013843851106973,0.30021081509285985,0.27034336980954626,0.23628094742410496,0.2221511087743938,0.24466825916757678
