,2,3,4,5,6,7,8,9,10
GMM,0.31975798985294596,0.2932235851574772,0.14678339978967436,0.13520065546965995,0.15629128437573117,0.1561658310294208,0.1315055489739506,0.1321760045508966,0.11570988125268833
Kmeans,0.3463574811175258,0.31962854085159215,0.29047839879047194,0.16895184796800447,0.16732010442873538,0.1585947502652483,0.14461962726744632,0.13390362264576083,0.14642134835114395
