,2,3,4,5,6,7,8,9,10
GMM,0.9252747252747253,0.9186813186813186,0.9032967032967033,0.9516483516483516,0.9472527472527472,0.9494505494505494,0.9076923076923077,0.8967032967032967,0.9120879120879121
Kmeans,0.9120879120879121,0.8879120879120879,0.9054945054945055,0.9252747252747253,0.9428571428571428,0.9406593406593406,0.9076923076923077,0.9318681318681319,0.9406593406593406
