0,0.07410290836226542
1,0.06157347149023944
2,0.057509923760821716
3,0.054214402453097624
4,0.04643478949603732
5,0.046405066812702796
6,0.0459551164962249
7,0.04566910688089384
8,0.043154517304778144
9,0.04213062707633146
10,0.04047668692022736
11,0.04005988606196417
12,0.037839499673310927
13,0.037587862232724596
14,0.036541347664157356
15,0.03280094482574466
16,0.03245755221650725
17,0.0318327657100443
18,0.030070807523738065
19,0.02908329777805464
20,0.027821986730546505
21,0.026607592984587928
22,0.0262625744620884
23,0.026149136946332464
24,0.025231597588676123
25,0.0020265305479026784
