0,0.17456109702774825
1,0.13529375484927375
2,0.1181373690855786
3,0.1052181923354272
4,0.10370341208327293
5,0.06287565591615242
6,0.06038314935560824
7,0.04784922011881404
8,0.0252925100236626
9,0.023374349584167415
10,0.01635912454766954
11,0.01593728372173153
12,0.01170091419592732
13,0.011449860308867974
14,0.011302220862216408
15,0.010167478673530149
16,0.008711419500574575
17,0.00842788248239605
18,0.0058026140236066785
19,0.005774956790372135
20,0.005618158173328213
21,0.004709906758426378
22,0.004271316022745697
23,0.004128333614698384
24,0.004026694397098704
25,0.00359395765998455
26,0.003545091272040462
27,0.0029325593989284232
28,0.002604503240071227
29,0.002247013976080218
